GUID	|Time
6322	|1,642086
6323	|1,701886
6324	|1,720543
6325	|1,702651
6326	|1,696707
6327	|1,717696
6328	|1,648273
6329	|1,778885
6330	|1,977732
6331	|1,701145
6332	|1,740177
6333	|1,796843
6334	|1,845133
6335	|1,782548
6336	|1,89037
6337	|1,782837
6338	|1,865407
6339	|1,81511
6340	|1,833012
6341	|1,757652
6342	|1,783352
6343	|1,675927
6344	|1,696362
6345	|1,6569
6346	|1,734235
6347	|1,888919
6348	|1,810299
6349	|2,255846
6350	|1,865215
6351	|1,840579
6352	|1,766085
6353	|1,729299
6354	|1,777736
6355	|1,870857
6356	|1,768032
6357	|1,866482
6358	|1,898632
6359	|1,836931
6360	|1,902489
6361	|1,706335
6362	|1,648943
6363	|1,727214
6364	|1,814985
6365	|1,659597
6366	|1,828205
6367	|1,766668
6368	|1,774399
6369	|1,690788
6370	|1,794187
6371	|1,713037
6372	|1,83559
6373	|1,766586
6374	|1,732244
6375	|1,622232
6376	|1,682432
6377	|1,650606
6378	|1,674912
6379	|1,608304
6380	|1,669939
6381	|1,675753
6382	|1,773196
6383	|1,806771
6384	|1,929248
6385	|1,851717
6386	|1,690452
6387	|1,757847
6388	|1,947501
6389	|2,033221
6390	|1,798987
6391	|1,823729
6392	|1,652543
6393	|1,821699
6394	|1,857401
6395	|1,857135
6396	|1,89057
6397	|1,848844
6398	|1,718
6399	|1,861694
6400	|1,87314
6401	|1,768776
6402	|1,724611
6403	|1,799144
6404	|1,681551
6405	|1,643812
6406	|1,779799
6407	|1,732177
6408	|2,415565
6409	|1,829812
6410	|1,851632
6411	|1,756315
6412	|1,748492
6413	|1,740217
6414	|1,79948
6415	|1,748988
6416	|1,752928
6417	|1,881053
6418	|1,89977
6419	|1,815785
6420	|1,881973
6421	|1,865696
6422	|1,965252
6423	|1,782286
6424	|1,812409
6425	|1,710278
6426	|1,709098
6427	|2,196794
6428	|1,739868
6429	|1,615879
6430	|1,649131
6431	|1,724479
6432	|1,593315
6433	|1,68613
6434	|1,779113
6435	|1,842948
6436	|1,674744
6437	|1,724397
6438	|1,758062
6439	|1,84042
6440	|1,832334
6441	|1,799878
6442	|1,873276
6443	|1,807591
6444	|1,729716
6445	|1,649622
6446	|1,641564
6447	|2,27416
6448	|1,747109
6449	|1,733816
6450	|1,744478
6451	|1,864416
6452	|1,92441
6453	|1,865315
6454	|1,88996
6455	|1,790851
6456	|1,841155
6457	|1,840116
6458	|1,832902
6459	|1,840761
6460	|1,750115
6461	|1,822757
6462	|1,790843
6463	|1,791539
6464	|1,906598
6465	|1,857028
6466	|2,42131
6467	|1,757059
6468	|1,800413
6469	|1,881451
6470	|1,898692
6471	|1,849669
6472	|1,881509
6473	|1,857148
6474	|1,85728
6475	|1,874218
6476	|1,80719
6477	|1,853666
6478	|1,72753
6479	|1,744495
6480	|1,697393
6481	|1,738305
6482	|1,744009
6483	|1,737328
6484	|1,674742
6485	|2,143649
6486	|1,68077
6487	|1,769721
6488	|1,754987
6489	|1,920835
6490	|1,735728
6491	|1,890357
6492	|1,832232
6493	|1,791134
6494	|1,823867
6495	|1,824122
6496	|1,832391
6497	|1,77416
6498	|1,807518
6499	|1,807563
6500	|1,815626
6501	|1,749592
6502	|1,848875
6503	|1,74162
6504	|1,873539
6505	|1,800143
6506	|1,831161
6507	|1,799332
6508	|1,849061
6509	|1,790619
6510	|1,824556
6511	|1,824131
6512	|1,840387
6513	|1,738716
6514	|1,958903
6515	|1,912734
6516	|1,835122
6517	|1,897833
6518	|1,813222
6519	|1,850014
6520	|1,773163
6521	|1,899932
6522	|1,90368
6523	|1,83789
6524	|1,722265
6525	|1,967046
6526	|1,813734
6527	|1,901201
6528	|1,76567
6529	|1,865607
6530	|1,873808
6531	|1,915332
6532	|1,832315
6533	|1,91531
6534	|1,841405
6535	|1,848689
6536	|1,889784
6537	|1,824282
6538	|1,848715
6539	|1,832682
6540	|1,807292
6541	|1,687964
6542	|1,752425
6543	|1,856471
6544	|1,752734
6545	|1,822072
6546	|1,840466
6547	|1,840601
6548	|1,882242
6549	|1,923482
6550	|1,766625
6551	|1,798634
6552	|1,840632
6553	|1,857377
6554	|1,849059
6555	|1,749138
6556	|1,80825
6557	|1,856458
6558	|1,840705
6559	|1,807578
6560	|1,921281
6561	|2,083959
6562	|1,957537
6563	|1,822157
6564	|1,882929
6565	|1,873798
6566	|1,849428
6567	|1,848327
6568	|1,783089
6569	|1,865011
6570	|1,848959
6571	|1,857323
6572	|1,766155
6573	|1,881836
6574	|1,840054
6575	|1,866271
6576	|1,882221
6577	|1,87861
6578	|1,901978
6579	|1,88988
6580	|1,855145
6581	|1,992653
6582	|1,857069
6583	|1,94035
6584	|1,90712
6585	|1,873999
6586	|1,89856
6587	|1,906808
6588	|1,94026
6589	|1,823973
6590	|1,88212
6591	|1,840667
6592	|1,899186
6593	|1,773942
6594	|1,873769
6595	|1,857624
6596	|1,841245
6597	|1,831312
6598	|1,873946
6599	|2,238686
6600	|2,003712
6601	|1,826833
6602	|1,799263
6603	|1,807487
6604	|1,857492
6605	|1,832085
6606	|1,823976
6607	|1,732878
6608	|1,80751
6609	|1,815687
6610	|1,790966
6611	|1,807581
6612	|1,655077
6613	|1,860223
6614	|1,874368
6615	|1,735955
6616	|1,78735
6617	|2,012031
6618	|2,390802
6619	|1,940204
6620	|1,873915
6621	|1,848961
6622	|1,857089
6623	|1,866191
6624	|1,724
6625	|1,824029
6626	|1,832363
6627	|1,791095
6628	|1,782605
6629	|1,740952
6630	|1,882092
6631	|1,805978
6632	|1,90838
6633	|1,995938
6634	|1,917762
6635	|1,915128
6636	|2,210057
6637	|2,010427
6638	|1,915501
6639	|1,890314
6640	|1,964972
6641	|1,856875
6642	|1,924338
6643	|1,873426
6644	|1,907294
6645	|1,898324
6646	|1,866194
6647	|1,848429
6648	|1,915665
6649	|1,856412
6650	|1,849425
6651	|1,865498
6652	|1,832601
6653	|1,857434
6654	|1,782264
6655	|2,0648
6656	|1,774047
6657	|1,857437
6658	|1,872965
6659	|1,800056
6660	|1,873774
6661	|1,890263
6662	|1,73268
6663	|1,758389
6664	|1,815128
6665	|1,807598
6666	|1,799095
6667	|1,724612
6668	|1,790192
6669	|1,816447
6670	|1,823864
6671	|1,79884
6672	|1,791333
6673	|1,765928
6674	|1,799487
6675	|1,790669
6676	|1,79097
6677	|1,757794
6678	|1,824468
6679	|1,848408
6680	|1,815669
6681	|1,791012
6682	|1,840833
6683	|1,840598
6684	|1,824294
6685	|1,757659
6686	|1,832206
6687	|1,806774
6688	|1,841465
6689	|1,749241
6690	|1,832411
6691	|1,790834
6692	|1,838224
6693	|1,710956
6694	|1,981677
6695	|1,906985
6696	|1,815443
6697	|1,832036
6698	|1,750027
6699	|1,831875
6700	|1,685201
6701	|1,863628
6702	|1,715932
6703	|1,780423
6704	|2,047785
6705	|1,892845
6706	|1,816181
6707	|1,906651
6708	|1,840488
6709	|1,93204
6710	|1,865489
6711	|1,840748
6712	|1,82442
6713	|2,254881
6714	|1,915466
6715	|1,70794
6716	|1,879312
6717	|1,759991
6718	|1,748366
6719	|1,706705
6720	|1,92363
6721	|1,716604
6722	|1,858982
6723	|1,783224
6724	|1,791177
6725	|1,76569
6726	|1,890542
6727	|1,823875
6728	|1,824288
6729	|1,807538
6730	|2,022817
6731	|1,708551
6732	|2,106917
6733	|1,646407
6734	|1,651959
6735	|1,697098
6736	|1,872549
6737	|1,753464
6738	|1,78244
6739	|1,757945
6740	|1,857126
6741	|1,724871
6742	|1,765482
6743	|1,782793
6744	|1,848695
6745	|1,940278
6746	|1,882181
6747	|1,924018
6748	|1,898372
6749	|1,940146
6750	|1,857252
6751	|1,873631
6752	|1,824139
6753	|1,849424
6754	|1,815189
6755	|1,799339
6756	|1,727798
6757	|1,804185
6758	|1,823965
6759	|1,815427
6760	|1,807859
6761	|1,899031
6762	|1,857021
6763	|1,873623
6764	|1,832897
6765	|1,798662
6766	|1,907055
6767	|1,848634
6768	|1,857573
6769	|1,865858
6770	|1,931763
6771	|1,857
6772	|1,871041
6773	|1,801995
6774	|1,840631
6775	|1,832946
6776	|1,86497
6777	|1,774455
6778	|1,832386
6779	|1,765789
6780	|1,841189
6781	|1,715878
6782	|1,848875
6783	|1,870133
6784	|1,709485
6785	|1,65893
6786	|1,575011
6787	|1,833759
6788	|1,865646
6789	|2,162179
6790	|2,01675
6791	|1,824315
6792	|1,656481
6793	|1,755869
6794	|1,743395
6795	|1,719582
6796	|1,641148
6797	|1,735293
6798	|1,69274
6799	|1,693275
6800	|1,749604
6801	|1,773541
6802	|1,773294
6803	|1,691276
6804	|1,712609
6805	|1,669818
6806	|1,990103
6807	|1,859843
6808	|1,832358
6809	|1,84063
6810	|1,807888
6811	|1,824046
6812	|1,790947
6813	|1,782075
6814	|1,90731
6815	|1,717116
6816	|1,786377
6817	|1,794636
6818	|1,713272
6819	|1,769282
6820	|1,691664
6821	|1,671697
6822	|1,817427
6823	|1,783128
6824	|1,857267
6825	|1,749344
6826	|1,840735
6827	|1,873676
6828	|1,883863
6829	|2,270234
6830	|1,799158
6831	|1,89884
6832	|1,857179
6833	|1,89887
6834	|1,865405
6835	|1,86544
6836	|1,865781
6837	|1,839693
6838	|1,722255
6839	|1,877574
6840	|1,790093
6841	|1,890574
6842	|1,757653
6843	|1,824
6844	|1,807832
6845	|1,865305
6846	|1,832202
6847	|2,156847
6848	|2,154852
6849	|1,857411
6850	|1,873743
6851	|1,881973
6852	|1,832463
6853	|1,822308
6854	|1,905248
6855	|1,62591
6856	|1,714528
6857	|1,800559
6858	|1,751886
6859	|1,741503
6860	|1,771679
6861	|1,785272
6862	|1,857227
6863	|1,890692
6864	|1,757509
6865	|1,815603
6866	|1,815891
6867	|2,072836
6868	|1,765866
6869	|1,775034
6870	|1,823374
6871	|1,799236
6872	|1,873427
6873	|1,789548
6874	|1,826524
6875	|1,890036
6876	|1,873476
6877	|1,816137
6878	|1,81534
6879	|1,693746
6880	|1,960287
6881	|1,818344
6882	|1,740962
6883	|1,757342
6884	|1,799998
6885	|1,86555
6886	|2,379799
6887	|1,765583
6888	|1,790967
6889	|1,815613
6890	|1,848971
6891	|1,824307
6892	|1,890232
6893	|1,752058
6894	|1,876595
6895	|1,700902
6896	|1,872872
6897	|1,843272
6898	|1,799129
6899	|1,749568
6900	|1,807278
6901	|1,799176
6902	|1,865328
6903	|1,824245
6904	|1,832717
6905	|2,19697
6906	|1,848944
6907	|1,849589
6908	|1,655408
6909	|1,685466
6910	|1,782568
6911	|1,790468
6912	|1,603176
6913	|1,967828
6914	|1,768599
6915	|1,789475
6916	|1,84195
6917	|1,758213
6918	|1,732647
6919	|1,799042
6920	|1,672215
6921	|1,743055
6922	|1,716778
6923	|1,81566
6924	|2,014642
6925	|2,023633
6926	|1,66596
6927	|1,791538
6928	|1,873563
6929	|1,97064
6930	|1,818406
6931	|1,774452
6932	|1,857678
6933	|1,77375
6934	|1,790913
6935	|1,74185
6936	|1,765204
6937	|1,790889
6938	|1,857383
6939	|1,807324
6940	|1,848968
6941	|1,790899
6942	|1,85711
6943	|2,304261
6944	|2,024045
6945	|1,75014
6946	|1,873273
6947	|1,824006
6948	|1,857564
6949	|1,807846
6950	|1,864991
6951	|1,815896
6952	|1,791188
6953	|1,684816
6954	|1,737374
6955	|1,916764
6956	|1,8821
6957	|1,939681
6958	|1,763179
6959	|1,894045
6960	|1,724459
6961	|1,774579
6962	|2,061331
6963	|2,034142
6964	|1,791075
6965	|1,72339
6966	|1,611227
6967	|1,839022
6968	|1,82366
6969	|1,807899
6970	|1,766161
6971	|1,774194
6972	|1,807258
6973	|1,807713
6974	|1,724276
6975	|1,716305
6976	|1,655148
6977	|1,700602
6978	|1,77671
6979	|1,638771
6980	|1,823199
6981	|1,70214
6982	|1,858315
6983	|1,70816
6984	|1,80769
6985	|1,756777
6986	|1,76127
6987	|1,786166
6988	|1,825588
6989	|1,89042
6990	|1,866077
6991	|1,832524
6992	|1,773683
6993	|1,8075
6994	|1,790838
6995	|1,815821
6996	|1,791355
6997	|1,815152
6998	|1,791013
6999	|1,972286
7000	|1,841631
7001	|2,354074
7002	|1,937779
7003	|1,818479
7004	|1,806966
7005	|1,882099
7006	|1,816772
7007	|1,882147
7008	|1,84068
7009	|1,931945
7010	|1,721138
7011	|1,816309
7012	|1,759588
7013	|1,882516
7014	|1,807887
7015	|1,832052
7016	|1,841087
7017	|1,791426
7018	|1,665044
7019	|1,616527
7020	|2,260956
7021	|1,936848
7022	|1,831017
7023	|1,711091
7024	|1,829271
7025	|1,782695
7026	|1,823993
7027	|1,732914
7028	|1,774301
7029	|1,857146
7030	|1,907048
7031	|1,857443
7032	|1,832137
7033	|1,815849
7034	|1,832991
7035	|1,790164
7036	|1,815854
7037	|1,71613
7038	|1,75787
7039	|1,815642
7040	|1,982331
7041	|1,771365
7042	|1,707772
7043	|1,934334
7044	|1,863131
7045	|1,865312
7046	|1,843153
7047	|1,816003
7048	|1,848699
7049	|1,873973
7050	|1,679882
7051	|1,800074
7052	|1,658424
7053	|1,71616
7054	|1,767232
7055	|1,650001
7056	|1,808403
7057	|1,849083
7058	|1,774213
7059	|1,724121
7060	|1,697255
7061	|1,695314
7062	|1,773131
7063	|1,873683
7064	|1,882128
7065	|1,848791
7066	|1,931937
7067	|1,807912
7068	|1,881858
7069	|1,832457
7070	|1,940043
7071	|1,832314
7072	|1,782521
7073	|1,757783
7074	|1,824054
7075	|1,783613
7076	|1,840234
7077	|1,889766
7078	|2,132071
7079	|2,023052
7080	|1,81478
7081	|1,807435
7082	|1,874008
7083	|1,85717
7084	|1,799649
7085	|1,790457
7086	|1,832307
7087	|1,807755
7088	|1,815329
7089	|1,766192
7090	|1,807318
7091	|1,815902
7092	|1,807043
7093	|1,849251
7094	|1,665021
7095	|1,916777
7096	|1,799346
7097	|2,063465
7098	|1,990376
7099	|1,799872
7100	|1,841213
7101	|1,873285
7102	|1,732781
7103	|1,773618
7104	|1,849569
7105	|1,824273
7106	|1,83171
7107	|1,816364
7108	|1,870856
7109	|1,750065
7110	|1,740034
7111	|1,676115
7112	|1,78397
7113	|1,68932
7114	|1,923575
7115	|1,785236
7116	|1,857126
7117	|2,264156
7118	|1,744822
7119	|1,870259
7120	|1,865002
7121	|1,956732
7122	|1,832593
7123	|1,898404
7124	|1,824185
7125	|1,83163
7126	|1,857902
7127	|1,824546
7128	|1,787621
7129	|1,749581
7130	|1,869161
7131	|1,822979
7132	|1,815924
7133	|1,940159
7134	|1,832324
7135	|2,237782
7136	|1,99918
7137	|1,757709
7138	|1,749561
7139	|1,832221
7140	|1,841126
7141	|1,806906
7142	|1,741238
7143	|1,84895
7144	|1,765901
7145	|1,862356
7146	|1,703202
7147	|1,798756
7148	|1,832389
7149	|1,954239
7150	|1,802491
7151	|1,881606
7152	|1,758803
7153	|1,781367
7154	|1,807408
7155	|1,931882
7156	|1,799348
7157	|1,706178
7158	|1,75934
7159	|1,741163
7160	|1,807757
7161	|1,677408
7162	|1,928927
7163	|1,709904
7164	|1,846918
7165	|1,740155
7166	|1,791975
7167	|1,807325
7168	|1,799382
7169	|1,782403
7170	|1,807721
7171	|1,890352
7172	|1,757543
7173	|1,832401
7174	|1,874077
7175	|1,857644
7176	|1,773739
7177	|1,840738
7178	|1,791013
7179	|1,865219
7180	|1,729524
7181	|1,818029
7182	|1,800538
7183	|1,857172
7184	|1,848907
7185	|1,874098
7186	|1,889977
7187	|1,882242
7188	|1,865517
7189	|1,907084
7190	|1,84062
7191	|1,889799
7192	|1,799748
7193	|1,874087
7194	|1,773493
7195	|1,725103
7196	|1,857343
7197	|1,647067
7198	|1,823558
7199	|1,675843
7200	|1,801534
7201	|1,665243
7202	|1,818581
7203	|1,731084
7204	|1,808089
7205	|1,756579
7206	|1,661142
7207	|1,805185
7208	|1,774321
7209	|1,790781
7210	|1,755295
7211	|1,792804
7212	|1,741654
7213	|1,749641
7214	|1,798854
7215	|1,774745
7216	|1,818948
7217	|1,77293
7218	|1,71143
7219	|2,082981
7220	|1,833239
7221	|1,774754
7222	|1,7815
7223	|1,807989
7224	|1,857709
7225	|1,782157
7226	|1,774379
7227	|1,874512
7228	|1,848954
7229	|1,856496
7230	|1,832395
7231	|1,898691
7232	|1,849096
7233	|2,147444
7234	|1,832274
7235	|1,816512
7236	|1,848297
7237	|1,832407
7238	|1,790812
7239	|1,840695
7240	|1,790939
7241	|1,898139
7242	|1,808064
7243	|1,815879
7244	|1,865315
7245	|1,848763
7246	|1,956942
7247	|1,832409
7248	|1,865521
7249	|1,898694
7250	|1,849342
7251	|1,79872
7252	|1,799885
7253	|1,765321
7254	|1,832793
7255	|1,757339
7256	|1,73322
7257	|1,856763
7258	|1,807576
7259	|1,83245
7260	|1,799008
7261	|1,782789
7262	|1,790883
7263	|1,78226
7264	|1,791054
7265	|1,724816
7266	|1,765161
7267	|1,86622
7268	|1,88255
7269	|1,823667
7270	|1,832219
7271	|2,148161
7272	|1,79034
7273	|1,88256
7274	|1,815111
7275	|1,91529
7276	|1,945928
7277	|1,852051
7278	|1,740694
7279	|1,857767
7280	|1,840213
7281	|1,81613
7282	|1,824043
7283	|1,757394
7284	|1,774431
7285	|1,866163
7286	|1,84815
7287	|1,849177
7288	|1,890631
7289	|2,260339
7290	|2,034185
7291	|1,848952
7292	|1,970694
7293	|1,843384
7294	|2,014943
7295	|1,87381
7296	|1,865891
7297	|1,873479
7298	|1,890237
7299	|1,898669
7300	|1,923798
7301	|1,724516
7302	|1,840703
7303	|1,840557
7304	|1,749448
7305	|1,790883
7306	|1,849414
7307	|1,831801
7308	|1,874008
7309	|1,808006
7310	|1,889799
7311	|1,848869
7312	|1,890427
7313	|1,82436
7314	|1,766124
7315	|1,798733
7316	|1,791006
7317	|1,831691
7318	|1,766593
7319	|1,840795
7320	|1,774366
7321	|1,873495
7322	|1,81607
7323	|1,873756
7324	|1,865531
7325	|1,85771
7326	|1,848459
7327	|1,774392
7328	|1,898505
7329	|1,865606
7330	|1,874031
7331	|1,799082
7332	|1,782475
7333	|1,890449
7334	|1,931273
7335	|1,832938
7336	|1,931935
7337	|1,857152
7338	|1,882278
7339	|1,981032
7340	|1,857707
7341	|1,866135
7342	|1,856725
7343	|1,8573
7344	|1,815731
7345	|1,774213
7346	|1,873917
7347	|1,823624
7348	|1,766488
7349	|1,774574
7350	|1,832026
7351	|1,832347
7352	|1,898765
7353	|1,799034
7354	|1,840832
7355	|1,898476
7356	|1,832484
7357	|1,848981
7358	|1,807278
7359	|1,840776
7360	|1,890639
7361	|1,832205
7362	|1,807412
7363	|1,799175
7364	|1,782765
7365	|1,840583
7366	|1,730563
7367	|1,826231
7368	|1,815809
7369	|1,865422
7370	|1,69138
7371	|1,750366
7372	|1,77337
7373	|1,840799
7374	|1,757884
7375	|1,782401
7376	|1,749421
7377	|1,849369
7378	|1,798671
7379	|1,725198
7380	|1,732611
7381	|1,739478
7382	|1,792157
7383	|1,665945
7384	|1,685965
7385	|1,614144
7386	|1,962526
7387	|1,826819
7388	|1,724502
7389	|1,741109
7390	|1,78261
7391	|1,824164
7392	|1,807318
7393	|1,75795
7394	|1,832752
7395	|1,806962
7396	|1,873884
7397	|1,791339
7398	|1,790647
7399	|1,765789
7400	|1,832228
7401	|1,882161
7402	|1,799141
7403	|1,807469
7404	|1,685513
7405	|2,178278
7406	|1,766107
7407	|1,8158
7408	|1,832257
7409	|1,882165
7410	|1,848872
7411	|1,785422
7412	|1,780599
7413	|1,889861
7414	|1,865292
7415	|1,832588
7416	|1,823793
7417	|1,840666
7418	|1,774302
7419	|1,749495
7420	|1,74601
7421	|1,707965
7422	|1,783976
7423	|1,884156
7424	|2,280514
7425	|1,823579
7426	|1,882203
7427	|1,898728
7428	|1,749211
7429	|1,774417
7430	|1,765974
7431	|1,799107
7432	|1,749615
7433	|1,748783
7434	|1,799781
7435	|1,824334
7436	|1,825311
7437	|1,630933
7438	|1,708673
7439	|1,767339
7440	|1,77887
7441	|1,841104
7442	|1,759742
7443	|1,799253
7444	|1,840744
7445	|1,865474
7446	|1,774355
7447	|1,848799
7448	|1,757915
7449	|1,865613
7450	|1,724412
7451	|1,807494
7452	|1,782539
7453	|1,799598
7454	|1,773847
7455	|1,816333
7456	|1,798639
7457	|1,850233
7458	|1,78361
7459	|1,780319
7460	|1,782548
7461	|1,84018
7462	|1,783054
7463	|2,023336
7464	|1,691406
7465	|1,765948
7466	|1,848753
7467	|1,766032
7468	|1,956772
7469	|1,791321
7470	|1,946704
7471	|1,858592
7472	|1,832413
7473	|1,731584
7474	|1,791028
7475	|1,833441
7476	|1,857401
7477	|1,758583
7478	|1,889286
7479	|1,799553
7480	|1,799798
7481	|1,748545
7482	|2,380019
7483	|1,815618
7484	|1,840875
7485	|1,790698
7486	|1,700793
7487	|1,790292
7488	|1,790318
7489	|1,807782
7490	|1,799374
7491	|1,806895
7492	|1,790891
7493	|1,857768
7494	|1,815399
7495	|1,865527
7496	|1,882126
7497	|1,898558
7498	|1,874052
7499	|1,981953
7500	|1,898213
7501	|2,222567
7502	|1,787185
7503	|1,831737
7504	|1,861263
7505	|1,915253
7506	|1,857279
7507	|1,848752
7508	|1,874144
7509	|1,765761
7510	|1,849461
7511	|1,81538
7512	|1,873605
7513	|1,807584
7514	|1,874214
7515	|1,898429
7516	|1,832661
7517	|1,890033
7518	|1,848836
7519	|1,956004
7520	|2,032304
7521	|1,824007
7522	|1,8491
7523	|1,848928
7524	|1,86548
7525	|1,807369
7526	|1,840704
7527	|1,738424
7528	|1,716777
7529	|1,809034
7530	|1,824752
7531	|1,915682
7532	|1,841337
7533	|1,872641
7534	|1,915718
7535	|1,889956
7536	|1,832395
7537	|1,94788
7538	|1,81467
7539	|2,132657
7540	|1,799121
7541	|1,865559
7542	|1,766053
7543	|1,799144
7544	|1,791322
7545	|1,815411
7546	|1,732921
7547	|1,904019
7548	|1,876701
7549	|1,907181
7550	|1,799092
7551	|1,815565
7552	|1,82464
7553	|1,848993
7554	|1,815254
7555	|1,75772
7556	|1,807483
7557	|2,076804
7558	|2,060559
7559	|1,76528
7560	|1,749763
7561	|1,680235
7562	|1,724384
7563	|1,779747
7564	|1,745702
7565	|1,775964
7566	|1,84074
7567	|1,807261
7568	|1,816526
7569	|1,773919
7570	|1,832144
7571	|1,807577
7572	|1,873525
7573	|1,898811
7574	|1,730298
7575	|1,934449
7576	|2,425381
7577	|2,052154
7578	|1,857092
7579	|1,873955
7580	|1,879912
7581	|1,892755
7582	|1,873707
7583	|1,898554
7584	|1,900057
7585	|1,96444
7586	|1,856711
7587	|1,965027
7588	|1,956055
7589	|1,907849
7590	|1,873966
7591	|1,840396
7592	|1,865572
7593	|1,857214
7594	|1,732831
7595	|2,255434
7596	|1,832136
7597	|1,82428
7598	|1,840837
7599	|1,765664
7600	|1,824216
7601	|1,840471
7602	|1,890587
7603	|1,807388
7604	|1,840609
7605	|1,824233
7606	|1,890296
7607	|1,766079
7608	|1,807534
7609	|1,832434
7610	|1,815595
7611	|1,861187
7612	|1,786844
7613	|1,83233
7614	|2,301903
7615	|1,868491
7616	|1,824505
7617	|1,849167
7618	|1,865099
7619	|1,907224
7620	|1,906925
7621	|1,931744
7622	|1,799454
7623	|1,731647
7624	|1,789888
7625	|1,759682
7626	|1,807406
7627	|1,808121
7628	|1,798847
7629	|1,815525
7630	|1,815848
7631	|1,882095
7632	|1,898733
7633	|2,064591
7634	|1,832277
7635	|1,907296
7636	|1,898736
7637	|1,931643
7638	|1,907124
7639	|1,865334
7640	|1,898911
7641	|1,890347
7642	|1,923444
7643	|1,890595
7644	|1,965586
7645	|1,931199
7646	|1,915477
7647	|1,890764
7648	|1,886672
7649	|1,877339
7650	|1,848743
7651	|1,799232
7652	|1,912938
7653	|1,801408
7654	|1,857402
7655	|1,890794
7656	|1,840348
7657	|1,90681
7658	|1,865583
7659	|1,791012
7660	|1,799431
7661	|1,799209
7662	|1,832017
7663	|1,857232
7664	|1,68091
7665	|1,80072
7666	|1,738974
7667	|1,869263
7668	|1,7567
7669	|1,785924
7670	|1,846611
7671	|2,080394
7672	|1,799555
7673	|1,807149
7674	|1,81552
7675	|1,782693
7676	|1,774277
7677	|1,774318
7678	|1,774707
7679	|1,831926
7680	|1,898016
7681	|1,797843
7682	|1,706848
7683	|1,810037
7684	|1,730428
7685	|1,78522
7686	|1,782894
7687	|1,712359
7688	|1,878823
7689	|1,831291
7690	|2,214384
7691	|1,864412
7692	|1,849809
7693	|1,873803
7694	|1,89842
7695	|1,832549
7696	|1,948858
7697	|1,881806
7698	|1,90693
7699	|1,889762
7700	|1,792153
7701	|1,865388
7702	|1,964484
7703	|1,84914
7704	|2,158947
7705	|1,912008
7706	|1,915382
7707	|1,906887
7708	|1,923789
7709	|1,906858
7710	|1,882175
7711	|1,84925
7712	|1,848413
7713	|1,75834
7714	|1,798767
7715	|1,906411
7716	|1,808067
7717	|1,890326
7718	|1,815709
7719	|1,890919
7720	|1,75554
7721	|1,76774
7722	|1,749457
7723	|1,815753
7724	|1,807559
7725	|1,749391
7726	|1,741544
7727	|1,807284
7728	|1,906749
7729	|1,824073
7730	|1,783082
7731	|1,815592
7732	|1,774547
7733	|1,765463
7734	|1,766047
7735	|1,724522
7736	|1,857128
7737	|1,937515
7738	|1,769524
7739	|1,798524
7740	|1,840563
7741	|1,882299
7742	|1,907593
7743	|1,790221
7744	|1,91527
7745	|1,807332
7746	|2,03286
7747	|1,980194
7748	|1,774357
7749	|1,816506
7750	|1,823452
7751	|1,782417
7752	|1,741307
7753	|1,955023
7754	|1,817534
7755	|1,799124
7756	|1,857202
7757	|1,858215
7758	|1,897581
7759	|1,973424
7760	|1,807521
7761	|1,882402
7762	|1,840456
7763	|1,882087
7764	|1,86604
7765	|1,91475
7766	|1,998214
7767	|1,890399
7768	|1,874013
7769	|1,912887
7770	|1,809948
7771	|1,840533
7772	|1,865521
7773	|1,840723
7774	|1,815598
7775	|1,849027
7776	|1,815946
7777	|1,782343
7778	|1,815885
7779	|1,765886
7780	|1,824436
7781	|1,807331
7782	|1,782824
7783	|1,773926
7784	|1,83399
7785	|2,104518
7786	|1,798997
7787	|1,815906
7788	|1,890565
7789	|1,815686
7790	|1,840619
7791	|1,807442
7792	|1,815849
7793	|1,732684
7794	|1,882693
7795	|1,690967
7796	|1,790732
7797	|1,824549
7798	|1,815466
7799	|1,782452
7800	|1,798599
7801	|1,890902
7802	|1,83273
7803	|2,331713
7804	|1,937062
7805	|1,891281
7806	|1,907603
7807	|1,906878
7808	|1,798952
7809	|1,85691
7810	|1,857197
7811	|1,891229
7812	|1,78183
7813	|1,799672
7814	|1,790623
7815	|1,782454
7816	|1,815145
7817	|1,775669
7818	|1,830031
7819	|1,809656
7820	|1,881359
7821	|1,832496
7822	|1,925243
7823	|2,034892
7824	|1,893015
7825	|1,866067
7826	|1,857429
7827	|1,81584
7828	|1,915078
7829	|1,841195
7830	|1,790548
7831	|1,671944
7832	|1,841039
7833	|1,765661
7834	|1,716155
7835	|1,851035
7836	|1,857908
7837	|1,790819
7838	|1,824805
7839	|1,723836
7840	|1,676733
7841	|1,780872
7842	|2,287292
7843	|1,683428
7844	|1,742131
7845	|1,790513
7846	|1,841163
7847	|1,831749
7848	|1,765929
7849	|1,766244
7850	|1,774213
7851	|1,807372
7852	|1,716295
7853	|1,749436
7854	|1,807613
7855	|1,799201
7856	|1,782461
7857	|1,799049
7858	|1,695045
7859	|1,706353
7860	|1,902274
7861	|1,727568
7862	|1,757385
7863	|1,80799
7864	|1,807057
7865	|1,799151
7866	|1,757691
7867	|1,873733
7868	|1,874269
7869	|1,857088
7870	|1,840506
7871	|1,848782
7872	|1,824319
7873	|1,671425
7874	|1,813707
7875	|1,63886
7876	|1,856938
